iter	RMSE
172	12.60783755
173	12.58706948
174	12.56355483
175	12.54448488
176	12.53320921
177	12.51348931
178	12.49523427
179	12.4753551
180	12.45420466
181	12.43614389
182	12.41607974
183	12.39633005
184	12.37711704
185	12.35423089
186	12.33363593
187	12.31243369
188	12.29046369
189	12.2785772
190	12.26340877
191	12.24399027
192	12.23068443
193	12.21530278
194	12.19684229
195	12.17821524
196	12.16101868
197	12.14574014
198	12.12638183
199	12.10865777
200	12.09387681
201	12.07721391
202	12.0582821
203	12.04224677
204	12.02767097
205	12.01297811
206	11.99747171
207	11.98079436
208	11.96631619
209	11.95086645
210	11.93421282
211	11.92252455
212	11.90682026
213	11.89358025
214	11.88167989
215	11.86658574
216	11.85287405
217	11.84160041
218	11.82598559
219	11.80943882
220	11.79743515
221	11.7829492
222	11.77211607
223	11.7637931
224	11.74970714
225	11.73724791
226	11.72369812
227	11.70931223
228	11.69477308
229	11.68917951
230	11.67784941
231	11.66440756
232	11.65169926
233	11.63879395
234	11.62348719
235	11.61442132
236	11.60293678
237	11.58572138
238	11.5719005
239	11.56619447
240	11.54958802
241	11.53803261
242	11.52815166
243	11.51597192
244	11.5066998
245	11.49590683
246	11.48578167
247	11.47546301
248	11.46782617
249	11.45616241
250	11.44462295
251	11.43220567
252	11.42466116
253	11.41457713
254	11.40613943
255	11.3936336
256	11.38556707
257	11.37383617
258	11.36574561
259	11.35618536
260	11.34667915
261	11.33881388
262	11.3320544
263	11.32231893
264	11.31254273
265	11.3026852
266	11.29578932
267	11.28199793
268	11.27802885
269	11.27573525
270	11.2665888
271	11.25680118
272	11.24873362
273	11.23955243
274	11.22671147
275	11.22009627
276	11.21134112
277	11.20526003
278	11.19815859
279	11.18626767
280	11.17719869
281	11.16926529
282	11.16233502
283	11.15433308
284	11.14621387
285	11.14002867
286	11.12855762
287	11.11775076
288	11.10717694
289	11.09773403
290	11.08818105
291	11.08051129
292	11.07166918
293	11.06023888
294	11.05364962
295	11.04680532
296	11.03812831
297	11.02856289
298	11.0215951
299	11.0134316
300	11.00847974
301	11.0036031
302	10.9943995
303	10.98494571
304	10.97772256
305	10.96947777
306	10.96214021
307	10.95597501
308	10.94842591
309	10.93730256
310	10.93481487
311	10.92688002
312	10.92053827
313	10.91471368
314	10.91094771
315	10.90540423
316	10.89848337
317	10.89038075
318	10.88429461
319	10.87592951
320	10.86955342
321	10.86020378
322	10.85638176
323	10.84604812
324	10.83847682
325	10.83622594
326	10.82948624
327	10.8221837
328	10.81596393
329	10.80986463
330	10.80385554
331	10.79582337
332	10.79154126
333	10.78404976
334	10.77637626
335	10.76702896
336	10.75863146
337	10.75261282
338	10.74822943
339	10.74385558
340	10.73816087
341	10.73546869
342	10.73066292
343	10.72469959
344	10.71684016
345	10.70812909
346	10.69902643
347	10.69410032
348	10.68828752
349	10.68262872
350	10.67417167
351	10.66903161
352	10.66128764
353	10.65506511
354	10.64928275
355	10.64370295
356	10.63988265
357	10.63518024
358	10.630903
359	10.62282414
360	10.61675134
361	10.60521211
362	10.59922682
363	10.59426626
364	10.58996835
365	10.58263223
366	10.57697233
367	10.56999806
368	10.56292799
369	10.5596891
370	10.55134718
371	10.54642096
372	10.54080865
373	10.53462928
374	10.53180405
375	10.52862136
376	10.52383052
377	10.51832325
378	10.50963715
379	10.50533017
380	10.49999594
381	10.49723917
382	10.49260419
383	10.48751663
384	10.48049504
385	10.47567258
386	10.47172914
387	10.46747389
388	10.46090881
389	10.45425454
390	10.44787408
391	10.43786066
392	10.42957472
393	10.42314937
394	10.42282299
395	10.4182344
396	10.41411117
397	10.40873387
398	10.40615507
399	10.40007027
400	10.3945109
401	10.39148454
402	10.38716302
403	10.38369503
404	10.37770083
405	10.37614845
406	10.3700026
407	10.3656912
408	10.36383754
409	10.36182334
410	10.35685094
411	10.35107553
412	10.34581965
413	10.3400053
414	10.33718356
415	10.3337863
416	10.32873113
417	10.32312962
418	10.31916438
419	10.31570675
420	10.31020263
421	10.30238955
422	10.29794432
423	10.29391374
424	10.29192712
425	10.28833977
426	10.28280111
427	10.27767204
428	10.27304058
429	10.26920192
430	10.26411475
431	10.26182343
432	10.25839072
433	10.25515628
434	10.25165694
435	10.24615503
436	10.24149044
437	10.23978856
438	10.2352014
439	10.23065909
440	10.22665221
441	10.21743936
442	10.21272702
443	10.20707382
444	10.20335441
445	10.19874872
446	10.19736024
447	10.19310664
448	10.18967769
449	10.18690758
450	10.18118884
451	10.17833108
452	10.17409259
453	10.17212126
454	10.16634847
455	10.16311609
456	10.16144645
457	10.1535632
458	10.14952487
459	10.14654368
460	10.14296783
461	10.13896965
462	10.13365671
463	10.12762917
464	10.12154556
465	10.11761029
466	10.1141059
467	10.11076406
468	10.10754752
469	10.10626476
470	10.09978861
471	10.09562947
472	10.09047298
473	10.08676427
474	10.08244206
475	10.07954513
476	10.07731508
477	10.07473658
478	10.06955581
479	10.06931217
480	10.06594332
481	10.06368625
482	10.06229422
483	10.05906411
484	10.05488918
485	10.05102971
486	10.04841413
487	10.04550024
488	10.04271574
489	10.03776816
490	10.03671196
491	10.03410306
492	10.03059651
493	10.02755038
494	10.02754297
495	10.02325648
496	10.02022875
497	10.01617516
498	10.01181305
499	10.00648077
500	9.999269032
501	9.994748302
502	9.991946191
503	9.987855302
504	9.98449829
505	9.979960536
506	9.975976757
507	9.974224082
508	9.969611241
509	9.964469878
510	9.960671111
511	9.956562073
512	9.953863849
513	9.950039631
514	9.949425394
515	9.947527071
516	9.944260871
517	9.936205465
518	9.932709758
519	9.927450974
520	9.924749294
521	9.921459486
522	9.920692813
523	9.917978195
524	9.915050485
525	9.906384589
526	9.900730729
527	9.89806454
528	9.894069939
529	9.890478283
530	9.885241608
531	9.884222236
532	9.879887137
533	9.874123644
534	9.869281387
535	9.867706892
536	9.864180029
537	9.860257449
538	9.855721141
539	9.849618957
540	9.84745549
541	9.843930825
542	9.839833837
543	9.837803173
544	9.833371524
545	9.830537291
546	9.826065105
547	9.823436002
548	9.821795914
549	9.817890739
550	9.816021767
551	9.811400525
552	9.808493856
553	9.804642445
554	9.803668488
555	9.80090835
556	9.7978592
557	9.795205125
558	9.793202406
559	9.790778214
560	9.786662354
561	9.784008288
562	9.78123744
563	9.778142684
564	9.77588516
565	9.774823888
566	9.769020203
567	9.766430871
568	9.761985219
569	9.75906013
570	9.756707956
571	9.754579701
572	9.750768662
573	9.748612127
574	9.746991918
575	9.739674493
576	9.739032412
577	9.736483719
578	9.733095573
579	9.728815293
580	9.723064414
581	9.720442625
582	9.716224516
583	9.713015334
584	9.709906821
585	9.70629392
586	9.701220186
587	9.697861161
588	9.695023259
589	9.694524939
590	9.691491372
591	9.688986523
592	9.684540508
593	9.682295059
594	9.678566668
595	9.672901773
596	9.670532917
597	9.668193152
598	9.666343582
599	9.663945615
600	9.658990742
601	9.654977736
602	9.651521824
603	9.64848376
604	9.645322126
605	9.640946122
606	9.635178719
607	9.632778593
608	9.629692662
609	9.626763622
610	9.622745273
611	9.620738158
612	9.620416564
613	9.6164794
614	9.613614914
615	9.607557755
616	9.604515177
617	9.600655388
618	9.598024516
619	9.59432968
620	9.590264829
621	9.586089829
622	9.583408128
623	9.581784511
624	9.575226096
625	9.573212953
626	9.567872085
627	9.565261391
628	9.5633086
629	9.559036371
630	9.557157304
631	9.553285799
632	9.551589602
633	9.548429151
634	9.546505119
635	9.54324006
636	9.539516856
637	9.537068358
638	9.535128451
639	9.532719204
640	9.530093204
641	9.528101534
642	9.523798
643	9.520827073
644	9.516578617
645	9.513783277
646	9.510926978
647	9.508924761
648	9.506312154
649	9.503907251
650	9.500491161
651	9.497224813
652	9.493350886
653	9.490655288
654	9.488192056
655	9.483081553
656	9.4808118
657	9.475497538
658	9.472292102
659	9.468257659
660	9.465210477
661	9.462782089
662	9.46104424
663	9.456760547
664	9.453668051
665	9.450257387
666	9.446624445
667	9.444333863
668	9.442474709
669	9.440128298
670	9.436749809
671	9.435396251
672	9.431013352
673	9.427891816
674	9.426760301
675	9.424865696
676	9.420994175
677	9.41559829
678	9.412311896
679	9.409980605
680	9.407242609
681	9.404297876
682	9.400300873
683	9.398591993
684	9.394609085
685	9.391876564
686	9.390020692
687	9.386411885
688	9.38310533
689	9.380494045
690	9.374622481
691	9.370640255
692	9.367913659
693	9.36552045
694	9.362814501
695	9.359580407
696	9.357566789
697	9.3534531
698	9.348818749
699	9.346986676
700	9.345959094
701	9.344112359
702	9.342055559
703	9.339593057
704	9.336279922
705	9.334515989
706	9.332117512
707	9.328685575
708	9.32728422
709	9.324410961
710	9.320541227
711	9.315581596
712	9.312894847
713	9.311481364
714	9.309800671
715	9.308420928
716	9.305210305
717	9.304715868
718	9.301445139
719	9.299434463
720	9.295185627
721	9.293261088
722	9.290163855
723	9.284092427
724	9.279539046
725	9.27774884
726	9.275658539
727	9.271696796
728	9.269398534
729	9.267967578
730	9.263233662
731	9.260753556
732	9.257886449
733	9.252382283
734	9.249946252
735	9.248028036
736	9.246077718
737	9.242515288
738	9.240192371
739	9.23794125
740	9.234130036
741	9.231473568
742	9.228960796
743	9.227987411
744	9.226061504
745	9.223173906
746	9.222416916
747	9.219840452
748	9.217651651
749	9.21428382
750	9.21141622
751	9.207654486
752	9.205184847
753	9.202141854
754	9.200475599
755	9.195293313
756	9.193716079
757	9.18897907
758	9.186877845
759	9.183994547
760	9.182134264
761	9.181216488
762	9.17724856
763	9.175097943
764	9.171202176
765	9.165860304
766	9.162772935
767	9.15931327
768	9.157284535
769	9.154543368
770	9.151627636
771	9.150093832
772	9.143855203
773	9.142654714
774	9.136984897
775	9.133834947
776	9.131284336
777	9.126783748
778	9.124085433
779	9.12230733
780	9.12000553
781	9.116924433
782	9.115944934
783	9.113663812
784	9.1124084
785	9.109985358
786	9.107812825
787	9.106315207
788	9.103224201
789	9.100439375
790	9.097746323
791	9.095633054
792	9.092922744
793	9.091107677
794	9.089087603
795	9.084423244
796	9.08106505
797	9.078987893
798	9.076874886
799	9.074928908
800	9.072751158
801	9.0714473
802	9.067991777
803	9.065523057
804	9.063778902
805	9.061894055
806	9.057287922
807	9.054470775
808	9.051577111
809	9.048706535
810	9.047138938
811	9.046110076
812	9.040753727
813	9.037727892
814	9.035413243
815	9.033660655
816	9.033295717
817	9.031567025
818	9.028260109
819	9.026529276
820	9.025549469
821	9.023391335
822	9.022071825
823	9.019861534
824	9.017922629
825	9.016857714
826	9.015242271
827	9.013091328
828	9.011899941
829	9.009620408
830	9.00779455
831	9.005640335
832	9.00308158
833	9.000296402
834	8.997898781
835	8.993643882
836	8.992227694
837	8.989260537
838	8.985194451
839	8.982953742
840	8.981025288
841	8.979748786
842	8.976045639
843	8.972600765
844	8.969539417
845	8.966340124
846	8.964271203
847	8.963171423
848	8.959327734
849	8.956974661
850	8.954254391
851	8.951026668
852	8.949677051
853	8.946231181
854	8.943681266
855	8.942411826
856	8.940530744
857	8.93904163
858	8.935932555
859	8.934689899
860	8.931319634
861	8.927978461
862	8.927334271
863	8.925941312
864	8.924171976
865	8.920629132
866	8.918211848
867	8.914690342
868	8.91226235
869	8.906526236
870	8.904477029
871	8.902794111
872	8.899303692
873	8.897014161
874	8.895873868
875	8.893285516
876	8.892300112
877	8.890720047
878	8.887043969
879	8.884761176
880	8.883377866
881	8.880982844
882	8.87846623
883	8.875543907
884	8.874752896
885	8.873096982
886	8.870023656
887	8.868085121
888	8.865855376
889	8.86381822
890	8.861924795
891	8.860058367
892	8.858545246
893	8.854626421
894	8.85017369
895	8.847167168
896	8.844271681
897	8.842907601
898	8.841607392
899	8.840132126
900	8.838905581
901	8.835893925
902	8.833551232
903	8.832417224
904	8.831272458
905	8.828959936
906	8.827648735
907	8.8263934
908	8.825071116
909	8.822462867
910	8.818773919
911	8.815859885
912	8.814622642
913	8.809915213
914	8.807592682
915	8.805839269
916	8.804108693
917	8.802001751
918	8.800814742
919	8.797041191
920	8.795913426
921	8.792680549
922	8.790484427
923	8.788497795
924	8.786098991
925	8.782049702
926	8.775761718
927	8.774469613
928	8.771399974
929	8.768928136
930	8.766420545
931	8.765014971
932	8.763312785
933	8.761416823
934	8.760409032
935	8.756164131
936	8.754659416
937	8.754273054
938	8.750143014
939	8.748936998
940	8.746414229
941	8.742995763
942	8.741982171
943	8.740696391
944	8.738854504
945	8.738354654
946	8.736663665
947	8.735085422
948	8.731831437
949	8.72939986
950	8.727229639
951	8.725396069
952	8.719951798
953	8.717503659
954	8.714005329
955	8.709953853
956	8.707072921
957	8.706136352
958	8.7033171
959	8.702325838
960	8.699466319
961	8.696974592
962	8.693260031
963	8.69031681
964	8.68720153
965	8.685138341
966	8.683984477
967	8.682216923
968	8.676806498
969	8.674515521
970	8.672287778
971	8.670297856
972	8.668946377
973	8.665738736
974	8.664537831
975	8.662496897
976	8.659687758
977	8.657175092
978	8.655410983
979	8.652958373
980	8.651477893
981	8.649521401
982	8.647695015
983	8.644396513
984	8.643192992
985	8.640273438
986	8.637015147
987	8.633702606
988	8.630732365
989	8.625194366
990	8.623153091
991	8.619019214
992	8.617147825
993	8.614360793
994	8.613270803
995	8.611477458
996	8.609307134
997	8.607364221
998	8.605146457
999	8.602527833
